COMID,StreamOrde,Roughness
1638635,3,0.065
1639231,3,0.065
1639233,3,0.065
1639229,3,0.065
1638567,3,0.065
1638493,3,0.065
1638449,3,0.065
1638363,2,0.1
1638279,2,0.1
1638679,6,0.01
1638665,6,0.01
1638553,6,0.01
942100016,6,0.01
942100017,6,0.01
1638519,6,0.01
1638417,6,0.01
1638387,6,0.01
1638329,6,0.01
1638247,6,0.01
1638195,6,0.01
1638225,6,0.01
1638213,6,0.01
1638143,6,0.01
1637523,6,0.01
1637515,6,0.01
1637505,6,0.01
1637471,2,0.1
1637457,2,0.1
1637433,2,0.1
1637429,2,0.1
1637425,2,0.1
1637421,2,0.1
1637477,6,0.01
1637465,6,0.01
1637621,6,0.01
1637463,6,0.01
1637451,6,0.01
1637447,6,0.01
1637437,6,0.01
1638917,2,0.1
1638891,2,0.1
1638915,2,0.1
1639281,2,0.1
1638855,2,0.1
1639273,2,0.1
1638837,2,0.1
1638763,2,0.1
1638757,2,0.1
1638921,1,0.2
1638949,5,0.03
1638951,5,0.03
1638923,5,0.03
1638909,5,0.03
1638899,5,0.03
1638901,5,0.03
1638857,5,0.03
1638897,5,0.03
1638907,5,0.03
1638887,5,0.03
1638879,5,0.03
1638881,5,0.03
1638633,5,0.03
1638575,5,0.03
1638559,5,0.03
1638549,4,0.045
1638537,4,0.045
1638501,4,0.045
1638497,4,0.045
1639179,4,0.045
1639173,4,0.045
1638377,4,0.045
1638427,3,0.065
1638431,3,0.065
1638551,4,0.045
1638585,4,0.045
1639191,4,0.045
1638605,4,0.045
1638639,4,0.045
1638641,4,0.045
1638613,4,0.045
1638563,4,0.045
1638531,4,0.045
1638511,4,0.045
1638503,4,0.045
1638505,4,0.045
1638615,3,0.065
1638589,3,0.065
1638597,3,0.065
1638609,3,0.065
1638617,3,0.065
1638941,4,0.045
1639219,3,0.065
1638871,3,0.065
1638873,3,0.065
1639209,3,0.065
1638847,3,0.065
1638835,3,0.065
1638831,3,0.065
1638821,3,0.065
1638799,3,0.065
1640515,2,0.1
1640501,2,0.1
1639321,2,0.1
1639019,2,0.1
1639009,2,0.1
1638983,1,0.2
1640153,3,0.065
1640135,2,0.1
1639063,2,0.1
1639057,2,0.1
1639059,2,0.1
1639047,2,0.1
1639051,2,0.1
1639049,2,0.1
1639039,2,0.1
1638905,2,0.1
1640129,2,0.1
1640123,1,0.2
1638839,2,0.1
1638851,2,0.1
1639213,2,0.1
1637449,2,0.1
1638713,2,0.1
1638705,2,0.1
1638689,2,0.1
1638685,2,0.1
1638699,2,0.1
1639207,2,0.1
1638845,2,0.1
1638193,2,0.1
1638175,2,0.1
1638131,2,0.1
1637511,2,0.1
1638515,3,0.065
1639183,3,0.065
1638465,2,0.1
1638463,2,0.1
1638461,2,0.1
1638863,2,0.1
1638865,2,0.1
1638373,3,0.065
1638355,2,0.1
1638251,2,0.1
1637533,2,0.1
1637535,2,0.1
1637445,2,0.1
1637619,1,0.2
1638937,1,0.2
1638381,1,0.2
1638443,1,0.2
24677538,1,0.2
1638785,1,0.2
1638579,1,0.2
1638895,1,0.2
1640491,1,0.2
1640101,1,0.2
1638491,1,0.2
1638357,1,0.2
1638359,1,0.2
1638277,1,0.2
1638191,1,0.2
942100015,1,0.2
1638347,1,0.2
1638345,1,0.2
1638257,1,0.2
1638177,1,0.2
1638133,1,0.2
1637493,1,0.2
1638183,1,0.2
1637643,1,0.2
1637431,1,0.2
1637423,1,0.2
1637419,1,0.2
1637411,1,0.2
1637427,1,0.2
1637439,1,0.2
1637453,1,0.2
1637467,1,0.2
1637481,1,0.2
1637625,1,0.2
1637627,1,0.2
1637629,1,0.2
1639159,1,0.2
1639157,1,0.2
1638151,1,0.2
1639161,1,0.2
1638327,1,0.2
1638217,1,0.2
1638303,1,0.2
1638331,1,0.2
1638421,1,0.2
1638453,1,0.2
1638467,1,0.2
1638483,1,0.2
1638523,1,0.2
1638533,1,0.2
1638565,1,0.2
1638527,1,0.2
1638581,1,0.2
1638883,1,0.2
1638759,1,0.2
1638731,1,0.2
1638765,1,0.2
1638925,1,0.2
1638903,1,0.2
1639307,1,0.2
1639203,1,0.2
1638885,1,0.2
1638877,1,0.2
1638981,1,0.2
1638963,1,0.2
1638869,1,0.2
1638843,1,0.2
1638793,1,0.2
1638833,1,0.2
1638819,1,0.2
1638797,1,0.2
1638775,1,0.2
1638841,1,0.2
1638859,1,0.2
1639211,1,0.2
1638861,1,0.2
1638935,1,0.2
1638919,1,0.2
1638979,1,0.2
1638969,1,0.2
1639223,1,0.2
1638929,1,0.2
1639205,1,0.2
1638875,1,0.2
1638893,1,0.2
1638849,1,0.2
1638761,1,0.2
1638803,1,0.2
1638753,1,0.2
1638807,1,0.2
1638827,1,0.2
1638823,1,0.2
1638755,1,0.2
1638737,1,0.2
1638683,1,0.2
1638687,1,0.2
1638729,1,0.2
1638721,1,0.2
1638733,1,0.2
1638535,1,0.2
1638539,1,0.2
1638547,1,0.2
1638499,1,0.2
1638439,1,0.2
1638455,1,0.2
1638423,1,0.2
1638375,1,0.2
1637499,1,0.2
1638253,1,0.2
1638285,1,0.2
1638353,1,0.2
1638263,1,0.2
1638273,1,0.2
1638309,1,0.2
1638409,1,0.2
1638207,1,0.2
1638477,1,0.2
1639181,1,0.2
1639187,1,0.2
1639189,1,0.2
1639305,1,0.2
1638541,1,0.2
1638543,1,0.2
1638525,1,0.2
1638509,1,0.2
1638481,1,0.2
1638591,1,0.2
1638599,1,0.2
1638681,1,0.2
1638719,1,0.2
1638671,1,0.2
1638723,1,0.2
1638743,1,0.2
1638735,1,0.2
1638725,1,0.2
1638709,1,0.2
1639193,1,0.2
1638623,1,0.2
1638619,1,0.2
1638621,1,0.2
1638695,1,0.2
1638751,1,0.2
1638781,1,0.2
1638947,1,0.2
1638975,1,0.2
1639003,1,0.2
1638997,1,0.2
1639311,1,0.2
1639309,1,0.2
1638931,1,0.2
1639015,1,0.2
1639011,1,0.2
1640143,1,0.2
1639041,1,0.2
1640119,1,0.2
1639053,1,0.2
1639045,1,0.2
1639043,1,0.2
1639037,1,0.2
1639025,1,0.2
1639027,1,0.2
1639055,1,0.2
1639061,1,0.2
1638971,1,0.2
1639013,1,0.2
1638989,1,0.2
1638991,1,0.2
1639005,1,0.2
1637509,1,0.2
1640179,1,0.2
1638231,1,0.2
1638457,1,0.2
1638789,1,0.2
1638383,1,0.2
1639197,1,0.2
1638577,1,0.2
24677544,1,0.2
1638939,3,0.065
1639221,3,0.065
1638943,3,0.065
1638945,2,0.1
1638229,1,0.2
1640185,3,0.065
1640193,3,0.065
1640109,2,0.1
1640111,2,0.1
1640105,1,0.2
1640103,2,0.1
1638447,2,0.1
942100014,2,0.1
1638385,2,0.1
1637455,1,0.2
1637417,1,0.2
1637635,1,0.2
1637633,1,0.2
1637413,1,0.2
1637631,1,0.2
1637639,1,0.2
1637443,1,0.2
1637641,1,0.2
1637637,1,0.2
1637469,1,0.2
1637517,2,0.1
1638129,2,0.1
1637527,2,0.1
1637525,2,0.1
1638137,2,0.1
1637531,2,0.1
1639319,1,0.2
1638135,1,0.2
1638139,2,0.1
1637529,1,0.2
1638215,2,0.1
1638275,2,0.1
1638507,2,0.1
1638889,1,0.2
1638961,2,0.1
1638787,2,0.1
1638959,2,0.1
1638817,3,0.065
1638815,2,0.1
1638805,2,0.1
1638801,2,0.1
1638829,2,0.1
1639199,2,0.1
1638557,2,0.1
1638545,2,0.1
1638469,2,0.1
1638379,2,0.1
1638307,2,0.1
1638287,2,0.1
1638607,1,0.2
1638561,2,0.1
1638659,2,0.1
1638663,2,0.1
1638629,1,0.2
1639227,1,0.2
1638715,2,0.1
1638669,2,0.1
1638697,2,0.1
1638661,2,0.1
1638953,2,0.1
1638995,2,0.1
1638913,1,0.2
1638911,1,0.2
1638933,1,0.2
1639295,1,0.2
1638965,5,0.03
1638967,5,0.03
1638985,2,0.1
1640175,3,0.065
1640125,2,0.1
1640121,1,0.2
1639033,2,0.1
1638973,2,0.1
942100004,2,0.1
1638987,2,0.1
1639001,2,0.1
1638999,2,0.1
1638189,1,0.2
1638393,2,0.1
1640137,6,0.01
1640215,6,0.01
1640131,6,0.01
1640207,6,0.01
1640209,3,0.065
1640199,3,0.065
1640127,6,0.01
1638411,3,0.065
1638627,2,0.1
942100008,2,0.1
942100009,2,0.1
942100010,2,0.1
942100011,2,0.1
1640183,3,0.065
1638405,3,0.065
1640517,2,0.1
1640523,2,0.1
1640521,2,0.1
1638261,2,0.1
24677540,2,0.1
1638495,2,0.1
942100006,2,0.1
24677542,2,0.1
24677550,2,0.1
1640509,6,0.01
1640511,6,0.01
1640513,6,0.01
1640537,6,0.01
1640539,6,0.01
1640541,6,0.01
1640543,6,0.01
1639275,2,0.1
1639323,2,0.1
1639325,1,0.2
165912614,5,0.03
165912613,5,0.03
1639239,1,0.2
1639241,5,0.03
1639243,2,0.1
1639245,5,0.03
1639247,1,0.2
1639249,1,0.2
1639251,5,0.03
1639253,5,0.03
1639255,1,0.2
1639257,1,0.2
1639259,5,0.03
1639261,1,0.2
1639263,3,0.065
1639265,3,0.065
1639267,1,0.2
1639269,5,0.03
1639271,3,0.065
1639277,5,0.03
1639279,5,0.03
1639283,1,0.2
1639285,4,0.045
1639287,4,0.045
1639289,2,0.1
1639291,1,0.2
1639293,4,0.045
1639297,4,0.045
1639299,4,0.045
1639301,2,0.1
24677536,2,0.1
942100003,2,0.1
942100005,2,0.1
3840123,1,0.2
3840137,5,0.03
3839911,5,0.03
3839889,5,0.03
3839901,5,0.03
3839895,5,0.03
3840133,5,0.03
3839827,3,0.065
3839825,3,0.065
3839789,3,0.065
3840227,3,0.065
3840225,3,0.065
3839757,3,0.065
3839749,3,0.065
3839765,2,0.1
3839741,2,0.1
3839863,5,0.03
3839865,5,0.03
3840131,5,0.03
3840261,5,0.03
3839811,5,0.03
3839735,3,0.065
3839673,3,0.065
3839663,3,0.065
3839657,3,0.065
3839837,5,0.03
3839835,5,0.03
3839815,5,0.03
3839785,5,0.03
3839763,5,0.03
3839851,1,0.2
3840247,1,0.2
3839893,1,0.2
3839881,1,0.2
3839859,1,0.2
3839879,1,0.2
3839873,1,0.2
3839839,1,0.2
3839683,1,0.2
3839681,1,0.2
24670375,1,0.2
24670377,1,0.2
3839843,1,0.2
3839805,1,0.2
3839671,1,0.2
3839599,1,0.2
3839597,1,0.2
3839667,1,0.2
3839769,1,0.2
3839783,1,0.2
3839887,1,0.2
3839891,2,0.1
3839883,2,0.1
3839885,2,0.1
3839877,1,0.2
3840231,1,0.2
3839841,2,0.1
3839747,2,0.1
3839743,1,0.2
3839771,1,0.2
3839653,2,0.1
3839619,2,0.1
3839813,1,0.2
3839869,1,0.2
3840135,1,0.2
3839871,1,0.2
3840245,1,0.2
3839899,1,0.2
3839903,1,0.2
3839909,1,0.2
3839907,1,0.2
24670383,1,0.2
3839919,1,0.2
3843381,1,0.2
3841669,1,0.2
3840993,1,0.2
3840999,1,0.2
1639069,1,0.2
1639067,1,0.2
1640217,1,0.2
1639073,1,0.2
1639075,1,0.2
3840259,1,0.2
3839857,1,0.2
3840229,1,0.2
3839875,1,0.2
3839897,1,0.2
3840233,1,0.2
3839913,2,0.1
3839915,2,0.1
3839905,2,0.1
3839917,1,0.2
3843373,2,0.1
3843379,2,0.1
3843375,1,0.2
3843369,1,0.2
3844209,1,0.2
3840995,2,0.1
3840997,1,0.2
3841001,5,0.03
3841005,5,0.03
3841003,5,0.03
3843371,5,0.03
3841007,5,0.03
3843365,5,0.03
3841009,5,0.03
3843367,5,0.03
3840139,5,0.03
1640213,3,0.065
1639071,2,0.1
942100012,2,0.1
1639065,2,0.1
942100020,3,0.065
942100021,2,0.1
1640219,2,0.1
1640225,6,0.01
1640227,6,0.01
1640223,6,0.01
1640221,3,0.065
9348011,1,0.2
9348009,1,0.2
9349365,1,0.2
9349361,1,0.2
9348253,3,0.065
9348275,3,0.065
9348273,2,0.1
9348271,1,0.2
9349253,3,0.065
9349245,3,0.065
9349237,3,0.065
9349229,3,0.065
9349227,3,0.065
9349217,3,0.065
9349207,3,0.065
9349193,3,0.065
9348437,3,0.065
9348433,3,0.065
9348431,3,0.065
9348425,3,0.065
9348025,2,0.1
9348421,2,0.1
9348019,1,0.2
9348091,1,0.2
9349371,2,0.1
9349993,2,0.1
9349417,2,0.1
9349403,2,0.1
9349359,1,0.2
9349301,1,0.2
9349211,1,0.2
9349421,1,0.2
9349429,1,0.2
9349415,1,0.2
9349401,1,0.2
9349357,1,0.2
9348225,1,0.2
9348231,1,0.2
9348241,1,0.2
9348007,1,0.2
9348237,1,0.2
9348279,1,0.2
9348277,1,0.2
9349213,1,0.2
9349233,1,0.2
9349241,1,0.2
9349235,1,0.2
9349215,1,0.2
9349205,1,0.2
9349191,1,0.2
9348427,1,0.2
9348089,1,0.2
9348435,1,0.2
9348417,1,0.2
9348415,1,0.2
9348439,1,0.2
9348441,1,0.2
9348445,1,0.2
9349315,1,0.2
9349279,1,0.2
9349255,1,0.2
9349303,1,0.2
9349333,1,0.2
9349383,1,0.2
9349409,1,0.2
9349481,1,0.2
9349497,1,0.2
9349489,1,0.2
7864094,1,0.2
7864380,1,0.2
7864072,1,0.2
7864070,1,0.2
9349519,2,0.1
9349313,2,0.1
9348251,1,0.2
9348245,2,0.1
9348249,1,0.2
9348369,1,0.2
9348265,2,0.1
9348239,1,0.2
9349251,1,0.2
9350053,1,0.2
9348017,1,0.2
9348423,2,0.1
9348419,2,0.1
9349231,2,0.1
9349243,1,0.2
9349277,2,0.1
7866810,1,0.2
7865428,1,0.2
7864384,2,0.1
7864078,2,0.1
7864074,1,0.2
7864076,2,0.1
7864388,1,0.2
7864390,1,0.2
7864394,1,0.2
7864396,1,0.2
7864398,1,0.2
7864086,1,0.2
7864392,1,0.2
7864082,2,0.1
7864386,2,0.1
7864088,1,0.2
7864378,1,0.2
7864376,1,0.2
1640525,1,0.2
3153753,1,0.2
3153747,1,0.2
3154565,1,0.2
3159633,1,0.2
3159643,1,0.2
3159659,1,0.2
3159635,1,0.2
3159651,1,0.2
3159653,1,0.2
3159661,1,0.2
3162659,1,0.2
3159647,1,0.2
3161829,1,0.2
3162773,1,0.2
3161791,1,0.2
3161793,1,0.2
3161827,1,0.2
3161811,1,0.2
3159115,1,0.2
3161849,1,0.2
7864374,1,0.2
7864080,2,0.1
7864400,2,0.1
7864372,2,0.1
7864366,2,0.1
7864368,2,0.1
7864370,2,0.1
7864382,2,0.1
1640527,1,0.2
1640533,1,0.2
1640535,1,0.2
1640529,1,0.2
1640531,1,0.2
3154645,2,0.1
3154567,2,0.1
3162639,2,0.1
3161831,2,0.1
3161825,2,0.1
3159637,1,0.2
3161801,1,0.2
3159641,1,0.2
3161815,1,0.2
3161851,2,0.1
24725646,2,0.1
3159649,2,0.1
3161823,1,0.2
3160635,1,0.2
3160637,1,0.2
3159645,1,0.2
3160499,3,0.065
3159655,2,0.1
3161887,2,0.1
3161807,2,0.1
3161813,2,0.1
3161803,1,0.2
3161799,2,0.1
3161853,2,0.1
3162645,1,0.2
3162721,1,0.2
3161847,1,0.2
3161843,1,0.2
3159639,2,0.1
3161845,2,0.1
3161835,2,0.1
3161837,2,0.1
3162637,2,0.1
3162775,2,0.1
3162717,2,0.1
3162719,2,0.1
3160639,2,0.1
3160497,2,0.1
3161939,2,0.1
3159663,2,0.1
3159657,2,0.1
3160495,1,0.2
24725640,2,0.1
24725648,1,0.2
24725650,2,0.1
3154669,0,
3162783,0,
3162791,0,
3162781,0,
3162777,0,
3162795,0,
3162793,0,
3162797,0,
3162799,0,
3162927,0,
3162929,0,
3162789,0,
3162931,0,
3162923,0,
3162925,0,
3162779,0,
3162785,0,
3162787,0,
5288679,1,0.2
5288681,1,0.2
5288971,1,0.2
5289433,1,0.2
5289441,1,0.2
5289457,1,0.2
5289451,1,0.2
5288771,1,0.2
5288535,1,0.2
5288533,1,0.2
5288555,1,0.2
5289443,1,0.2
5289437,1,0.2
5288945,1,0.2
5290207,1,0.2
24617056,1,0.2
5290221,3,0.065
5289445,3,0.065
5288715,2,0.1
5290217,2,0.1
5290215,2,0.1
5288791,1,0.2
5290205,1,0.2
5290223,5,0.03
5289461,5,0.03
5289455,5,0.03
5289447,4,0.045
5289435,4,0.045
5288797,3,0.065
5288773,3,0.065
5288661,3,0.065
5289449,4,0.045
5289459,1,0.2
5290237,1,0.2
5290225,1,0.2
5290241,1,0.2
5290239,1,0.2
5289453,1,0.2
5288659,2,0.1
5288553,2,0.1
5289403,2,0.1
5289405,1,0.2
5290277,2,0.1
5289383,2,0.1
5289439,2,0.1
5288949,2,0.1
165914524,2,0.1
3763844,1,0.2
7841925,1,0.2
7842077,1,0.2
7841959,1,0.2
7842821,1,0.2
7841947,1,0.2
7842055,1,0.2
7841923,1,0.2
7841921,1,0.2
7841907,1,0.2
7841897,1,0.2
7841877,1,0.2
7841833,1,0.2
7841819,1,0.2
7841813,1,0.2
7843197,6,0.01
7843181,6,0.01
7842847,5,0.03
7842841,5,0.03
7842835,5,0.03
7842837,5,0.03
7842829,5,0.03
7842827,5,0.03
7841965,5,0.03
7842817,5,0.03
7842809,5,0.03
7842813,5,0.03
7841949,5,0.03
7841941,5,0.03
7842059,5,0.03
7841927,5,0.03
7841919,5,0.03
7841913,5,0.03
7841909,5,0.03
7841899,5,0.03
7841849,4,0.045
7841831,4,0.045
7842041,4,0.045
7841817,4,0.045
7841815,4,0.045
7841915,4,0.045
7842075,1,0.2
7841955,1,0.2
7841957,1,0.2
7842825,1,0.2
7842805,1,0.2
7842815,1,0.2
7842823,1,0.2
7842831,2,0.1
7842057,2,0.1
7841945,1,0.2
7842839,1,0.2
7842845,1,0.2
7842833,1,0.2
7843195,1,0.2
7842877,1,0.2
24616632,1,0.2
7846615,1,0.2
7846405,1,0.2
7846431,1,0.2
7846351,1,0.2
7846605,1,0.2
7846639,1,0.2
7846347,1,0.2
7846663,1,0.2
7846403,1,0.2
7847427,1,0.2
7847429,1,0.2
7847403,1,0.2
7847697,1,0.2
7846353,1,0.2
7846369,1,0.2
7846389,1,0.2
7846327,1,0.2
7846283,1,0.2
7846603,1,0.2
7846607,1,0.2
7846609,1,0.2
7846339,1,0.2
7846641,1,0.2
7846375,1,0.2
7846407,1,0.2
7846471,1,0.2
7846247,1,0.2
7846295,1,0.2
7846661,1,0.2
7846261,1,0.2
7846305,1,0.2
7846617,1,0.2
7846665,1,0.2
7846459,1,0.2
7846443,1,0.2
7846423,1,0.2
7846397,1,0.2
7846359,1,0.2
7846273,1,0.2
7841943,2,0.1
7841953,1,0.2
7842853,1,0.2
7842859,2,0.1
7842875,5,0.03
7842073,1,0.2
7843187,6,0.01
7843189,6,0.01
7843193,1,0.2
7843829,6,0.01
7843183,1,0.2
7843821,6,0.01
7843825,1,0.2
7843185,6,0.01
7842881,5,0.03
7843177,5,0.03
7842861,5,0.03
7843179,1,0.2
7843191,1,0.2
7847431,5,0.03
7847707,5,0.03
7847423,5,0.03
7847419,5,0.03
7847417,5,0.03
7847411,5,0.03
7847401,5,0.03
7847393,5,0.03
7847391,5,0.03
7847387,5,0.03
7846483,4,0.045
7847373,4,0.045
7846643,4,0.045
7846439,4,0.045
7846433,4,0.045
7846419,3,0.065
7846399,3,0.065
7846371,2,0.1
7846293,2,0.1
7846421,3,0.065
7846391,3,0.065
7846381,3,0.065
7846363,3,0.065
7846341,3,0.065
7846337,3,0.065
7846599,3,0.065
7846667,5,0.03
7846469,5,0.03
7846455,4,0.045
7846361,4,0.045
7846413,4,0.045
7846345,4,0.045
7846335,4,0.045
7846317,4,0.045
7846631,4,0.045
7846267,3,0.065
7846263,3,0.065
7846333,3,0.065
7846321,3,0.065
7846613,2,0.1
7846417,2,0.1
7846415,2,0.1
7846395,2,0.1
7846385,2,0.1
7846463,4,0.045
7846475,4,0.045
7846409,4,0.045
7846401,4,0.045
7846377,4,0.045
7846357,4,0.045
7846635,4,0.045
7846633,4,0.045
7846297,4,0.045
7846289,4,0.045
7846275,4,0.045
7846619,4,0.045
7846271,4,0.045
7846253,4,0.045
7846465,2,0.1
7846365,2,0.1
7846331,2,0.1
7846303,2,0.1
7846285,2,0.1
7846277,2,0.1
7846379,2,0.1
7846373,2,0.1
7846367,2,0.1
7846355,1,0.2
7846629,2,0.1
7846279,2,0.1
7846625,2,0.1
7846611,2,0.1
7846387,1,0.2
7847425,2,0.1
7846451,1,0.2
7846287,1,0.2
7846655,1,0.2
7846383,2,0.1
7846251,1,0.2
7846651,1,0.2
7846653,1,0.2
7846257,2,0.1
7846319,1,0.2
7846323,2,0.1
7846315,1,0.2
7846657,1,0.2
7846427,1,0.2
9350191,0,
7846255,1,0.2
7846621,1,0.2
7846623,1,0.2
7846291,1,0.2
7846627,1,0.2
7846281,1,0.2
7846313,1,0.2
7846309,1,0.2
7847379,1,0.2
7847367,1,0.2
7847389,1,0.2
7847413,1,0.2
7846301,1,0.2
7846457,1,0.2
7846393,1,0.2
7846473,1,0.2
7846435,1,0.2
7846467,1,0.2
7846637,1,0.2
7846307,1,0.2
7847407,1,0.2
7846311,2,0.1
7846411,4,0.045
7847375,1,0.2
7847409,1,0.2
7847421,1,0.2
7846425,4,0.045
7846453,4,0.045
7846447,4,0.045
7847415,1,0.2
7846485,5,0.03
7847377,5,0.03
7846441,4,0.045
7846437,4,0.045
7846449,4,0.045
7846429,4,0.045
7847365,2,0.1
7846673,2,0.1
1643099,6,0.01
1643861,6,0.01
1643101,6,0.01
9354428,1,0.2
9354502,1,0.2
9355786,1,0.2
9355528,1,0.2
9355206,1,0.2
9355434,1,0.2
9355890,3,0.065
9355882,3,0.065
9355846,3,0.065
9355684,3,0.065
9355350,3,0.065
9355306,2,0.1
9355286,2,0.1
9355220,2,0.1
9354492,2,0.1
9355880,3,0.065
9355848,3,0.065
9355730,3,0.065
9355690,3,0.065
9355572,3,0.065
9355542,3,0.065
9355510,2,0.1
9355480,2,0.1
9355478,2,0.1
9355422,2,0.1
9355302,2,0.1
9355268,2,0.1
9355202,2,0.1
9355238,2,0.1
9355234,2,0.1
9355176,1,0.2
9356776,2,0.1
9356760,2,0.1
9356736,2,0.1
9356616,2,0.1
9356568,2,0.1
9356074,2,0.1
9356024,2,0.1
9355926,2,0.1
9356554,2,0.1
9355950,2,0.1
9355886,2,0.1
9355866,1,0.2
9356750,2,0.1
9356742,2,0.1
9356740,2,0.1
9355778,2,0.1
9356556,2,0.1
9355626,1,0.2
9355156,1,0.2
9355158,1,0.2
9355196,1,0.2
9355640,2,0.1
9355646,2,0.1
9355656,2,0.1
9355696,2,0.1
9355748,2,0.1
9355752,2,0.1
9355756,2,0.1
9356912,0,
9356916,0,
9356924,0,
9356920,0,
9356986,0,
9356988,0,
9356864,0,
9356866,0,
9356858,0,
9356868,0,
9356872,0,
9356852,0,
9356854,0,
9356870,0,
9356862,0,
9356850,0,
9356748,0,
9360504,0,
9356844,0,
9356848,0,
9356856,0,
9356980,0,
9356842,0,
9356860,0,
9355628,1,0.2
9356072,1,0.2
9355884,1,0.2
9355832,1,0.2
9356026,1,0.2
9356102,1,0.2
9356586,1,0.2
9356222,1,0.2
9355798,1,0.2
9355728,1,0.2
9355558,1,0.2
9355514,1,0.2
9355366,1,0.2
9355294,1,0.2
9355424,1,0.2
9355498,1,0.2
9355536,1,0.2
9355692,1,0.2
9355636,1,0.2
9355638,1,0.2
9355826,1,0.2
9355852,1,0.2
9355746,1,0.2
9354430,1,0.2
9355144,1,0.2
9355288,1,0.2
9355876,1,0.2
9356552,1,0.2
9356062,1,0.2
9356086,1,0.2
9356186,1,0.2
9356564,1,0.2
9355924,1,0.2
9355870,1,0.2
9356978,1,0.2
9359072,1,0.2
9355194,1,0.2
9355468,1,0.2
9354500,1,0.2
9356520,1,0.2
9355892,2,0.1
9355676,2,0.1
9356628,2,0.1
9355666,2,0.1
9355894,2,0.1
9355788,2,0.1
9355540,2,0.1
9355518,2,0.1
9355520,1,0.2
9355512,1,0.2
9355470,1,0.2
9355410,2,0.1
9355508,2,0.1
9355338,2,0.1
9355296,2,0.1
9355380,2,0.1
9355272,2,0.1
9355328,2,0.1
9355360,2,0.1
9355382,1,0.2
9355586,1,0.2
9355574,1,0.2
9355844,2,0.1
9355222,1,0.2
9355490,1,0.2
9356080,2,0.1
9356218,1,0.2
9356754,1,0.2
9356546,1,0.2
9355718,2,0.1
9355754,2,0.1
9355668,2,0.1
9355686,2,0.1
9355228,2,0.1
9355198,2,0.1
9355524,1,0.2
9355174,1,0.2
9355782,2,0.1
9355792,2,0.1
9355816,2,0.1
9355850,2,0.1
9355762,2,0.1
9356644,3,0.065
9356646,3,0.065
9356650,2,0.1
9356652,2,0.1
9356654,2,0.1
9356656,4,0.045
9356678,1,0.2
9356680,4,0.045
9356712,4,0.045
9356756,1,0.2
9356786,2,0.1
9356818,4,0.045
9356820,4,0.045
9356758,1,0.2
9356734,1,0.2
7847369,1,0.2
7847385,1,0.2
7846481,1,0.2
7847383,1,0.2
9349981,4,0.045
9350061,4,0.045
9349393,4,0.045
9349399,4,0.045
9349377,4,0.045
9349349,3,0.065
9349337,3,0.065
9349305,3,0.065
9349289,3,0.065
9349321,3,0.065
9349971,3,0.065
9349225,3,0.065
9349203,3,0.065
9349199,3,0.065
9349183,3,0.065
9349177,3,0.065
9348287,3,0.065
9349167,3,0.065
9348269,3,0.065
9349353,4,0.045
9349975,4,0.045
9349325,4,0.045
9349311,4,0.045
9349291,4,0.045
9349285,3,0.065
9349977,2,0.1
9350011,3,0.065
9350045,3,0.065
9350009,3,0.065
9350013,3,0.065
9349455,3,0.065
9349449,3,0.065
9349451,2,0.1
9349439,2,0.1
9349445,2,0.1
9359106,0,
9360500,0,
9359084,0,
9359100,0,
9359098,0,
9359102,0,
9359108,0,
9356752,0,
9356840,0,
9356846,0,
9356708,0,
9356838,0,
9356964,0,
9356706,0,
9360448,0,
9359096,0,
9350063,0,
9350111,0,
9350119,0,
9350181,0,
9350133,0,
9350113,0,
9350131,0,
9350183,0,
9350125,0,
9350179,0,
9350139,0,
9349679,1,0.2
9350007,1,0.2
9349469,1,0.2
9348281,1,0.2
9349997,1,0.2
9351899,1,0.2
9351907,1,0.2
9351141,1,0.2
9351131,1,0.2
9351065,1,0.2
9351085,1,0.2
9351119,1,0.2
9349613,1,0.2
9349559,1,0.2
9349543,1,0.2
9349547,1,0.2
9349541,1,0.2
9350991,1,0.2
9349589,1,0.2
9349685,1,0.2
9350107,1,0.2
9350033,1,0.2
9350031,1,0.2
9349539,1,0.2
9349555,1,0.2
9349577,1,0.2
9349563,1,0.2
9349535,1,0.2
9349527,1,0.2
9349533,1,0.2
9350017,1,0.2
9350001,1,0.2
9349423,1,0.2
9349427,1,0.2
9349437,1,0.2
9349991,1,0.2
9349463,1,0.2
9349447,1,0.2
9349461,1,0.2
9350023,1,0.2
9350015,1,0.2
9349983,1,0.2
9349397,1,0.2
9349335,1,0.2
9349223,1,0.2
9349201,1,0.2
9348285,1,0.2
9348267,1,0.2
9349171,1,0.2
9349185,1,0.2
9349189,1,0.2
9349323,1,0.2
9349973,1,0.2
9349283,1,0.2
9349293,1,0.2
9349367,1,0.2
9349343,1,0.2
9349407,1,0.2
9349385,1,0.2
9349373,1,0.2
9349379,1,0.2
9348259,1,0.2
9348255,1,0.2
9349419,1,0.2
9349985,1,0.2
9349987,1,0.2
9349995,1,0.2
9351985,1,0.2
9351071,1,0.2
9349597,1,0.2
7866394,1,0.2
7866402,1,0.2
7865406,1,0.2
7866536,1,0.2
7865470,1,0.2
7865510,1,0.2
7865534,1,0.2
7865458,1,0.2
7865462,1,0.2
7865468,1,0.2
7865426,1,0.2
7865472,1,0.2
7866828,1,0.2
7866836,1,0.2
9349569,3,0.065
9350079,3,0.065
