COMID,StreamOrde,Roughness
5279114,1,0.2
5279096,1,0.2
5279080,1,0.2
5279102,1,0.2
5279112,1,0.2
5279158,1,0.2
5279858,1,0.2
5279204,1,0.2
5279238,1,0.2
5279244,1,0.2
5279862,1,0.2
5279228,1,0.2
5279230,1,0.2
5280684,1,0.2
5280898,1,0.2
5280736,1,0.2
5279332,1,0.2
5280896,1,0.2
5279308,1,0.2
5279628,1,0.2
5279624,1,0.2
5279860,1,0.2
5279370,1,0.2
5280900,1,0.2
5280756,1,0.2
5280760,1,0.2
5280748,1,0.2
5280720,1,0.2
5279864,1,0.2
5279380,1,0.2
5279318,1,0.2
5279638,1,0.2
5280894,1,0.2
5280686,1,0.2
5280740,1,0.2
5279498,2,0.1
5278856,1,0.2
5278966,1,0.2
5278950,1,0.2
5279732,1,0.2
5279722,1,0.2
5278892,1,0.2
5278902,1,0.2
5279714,1,0.2
5278894,1,0.2
5279718,1,0.2
5278948,2,0.1
5278930,2,0.1
5279728,2,0.1
5278914,2,0.1
5279724,2,0.1
5278906,2,0.1
5278888,1,0.2
5279706,1,0.2
5278890,1,0.2
5279726,1,0.2
5278924,1,0.2
5279752,1,0.2
5279750,1,0.2
5279038,1,0.2
5278990,1,0.2
5279736,1,0.2
5279738,1,0.2
5279552,1,0.2
5279064,1,0.2
5279754,1,0.2
5279042,1,0.2
5279760,1,0.2
5279070,1,0.2
5279596,1,0.2
5279140,1,0.2
5279148,2,0.1
5279134,1,0.2
5279160,1,0.2
5279118,1,0.2
5279128,2,0.1
5279604,1,0.2
5279184,1,0.2
5279770,1,0.2
5279174,1,0.2
5279768,1,0.2
5279166,1,0.2
5279620,1,0.2
5279192,2,0.1
5279294,1,0.2
5279632,2,0.1
5280906,1,0.2
5279392,1,0.2
5279640,2,0.1
5280738,1,0.2
5279388,1,0.2
5280732,1,0.2
5279390,1,0.2
5279376,2,0.1
5280716,1,0.2
5279386,1,0.2
5280728,1,0.2
5280680,2,0.1
5279384,2,0.1
5279268,1,0.2
5279306,3,0.065
5279316,3,0.065
5279322,3,0.065
5279310,3,0.065
5279288,3,0.065
5279282,1,0.2
5279270,3,0.065
5279274,3,0.065
5279276,3,0.065
5279292,3,0.065
5279634,3,0.065
5279312,3,0.065
5279326,3,0.065
5279302,3,0.065
5280754,1,0.2
5280750,1,0.2
5280892,1,0.2
5280890,1,0.2
5280758,1,0.2
5280704,1,0.2
5279396,1,0.2
5279378,1,0.2
5279256,2,0.1
5279242,3,0.065
5279606,2,0.1
5279226,3,0.065
5279348,1,0.2
5278904,2,0.1
5278912,2,0.1
5278962,6,0.01
5279172,2,0.1
5279808,6,0.01
5279366,6,0.01
942010022,6,0.01
5280902,6,0.01
942010023,6,0.01
5280876,6,0.01
5279816,6,0.01
5279814,6,0.01
5278958,6,0.01
5279176,2,0.1
5279394,2,0.1
5280688,2,0.1
5280904,2,0.1
5280692,1,0.2
5278960,3,0.065
5278928,2,0.1
5279116,1,0.2
5280718,1,0.2
5279660,2,0.1
5279662,2,0.1
5279664,2,0.1
5279734,3,0.065
5279740,1,0.2
5279742,3,0.065
5279746,1,0.2
5279756,3,0.065
5279778,1,0.2
5279780,1,0.2
5279782,3,0.065
5279784,3,0.065
5279786,3,0.065
5279788,1,0.2
5279790,3,0.065
5279792,1,0.2
5279794,3,0.065
5279796,3,0.065
5279798,1,0.2
5279800,3,0.065
5279802,3,0.065
5279804,2,0.1
5279806,1,0.2
5279708,1,0.2
5279710,1,0.2
5279712,2,0.1
5279716,2,0.1
5279720,2,0.1
5279652,1,0.2
5279654,2,0.1
5279656,2,0.1
5280870,6,0.01
5280872,1,0.2
5280874,6,0.01
5280878,6,0.01
5280880,1,0.2
5283192,1,0.2
24716082,2,0.1
165910748,1,0.2
165910747,2,0.1
942010017,2,0.1
942010019,1,0.2
942010020,1,0.2
942010021,1,0.2
942010018,2,0.1
9534429,1,0.2
9534583,1,0.2
9534589,1,0.2
9534931,1,0.2
9534933,1,0.2
9534725,1,0.2
9534759,1,0.2
9534707,1,0.2
9534423,1,0.2
9534417,1,0.2
9534613,1,0.2
9534561,3,0.065
9534555,3,0.065
9534551,3,0.065
9534527,3,0.065
9534521,3,0.065
9534523,3,0.065
9534507,3,0.065
9534501,3,0.065
9534497,3,0.065
9534483,3,0.065
9534493,3,0.065
9534495,3,0.065
9534479,3,0.065
9534477,3,0.065
9534873,3,0.065
9534461,3,0.065
9534455,3,0.065
9534449,3,0.065
9534443,3,0.065
9534441,2,0.1
9534437,2,0.1
9534875,2,0.1
9534579,1,0.2
9534603,4,0.045
9534607,4,0.045
9534621,4,0.045
9534625,4,0.045
9534889,4,0.045
9534659,4,0.045
9534661,3,0.065
9534667,3,0.065
9534893,3,0.065
9534657,3,0.065
9534899,3,0.065
9534643,2,0.1
9534645,2,0.1
9534637,2,0.1
9534885,1,0.2
9534901,2,0.1
9534919,2,0.1
9534691,2,0.1
9534689,1,0.2
9534679,1,0.2
9534737,2,0.1
9534733,2,0.1
9534639,2,0.1
9534663,2,0.1
9534909,1,0.2
9534447,2,0.1
9534517,2,0.1
9534487,1,0.2
9534635,1,0.2
9534605,1,0.2
9534601,1,0.2
9534581,1,0.2
9534419,1,0.2
9534491,1,0.2
9534557,1,0.2
9534669,1,0.2
9534695,1,0.2
9534609,1,0.2
9534923,1,0.2
9534715,1,0.2
9534411,1,0.2
9534433,1,0.2
9534897,1,0.2
9534427,1,0.2
9536079,1,0.2
9534939,1,0.2
9534469,1,0.2
9534753,1,0.2
9536083,1,0.2
9536081,1,0.2
9534711,1,0.2
9534721,1,0.2
9534729,1,0.2
9534741,1,0.2
9534747,1,0.2
9534749,1,0.2
9534731,1,0.2
9534713,1,0.2
9534509,1,0.2
9534515,1,0.2
9534485,1,0.2
9534445,1,0.2
9534489,1,0.2
9534465,1,0.2
9534431,1,0.2
9534475,1,0.2
9534871,1,0.2
9534425,1,0.2
9534435,1,0.2
9534413,1,0.2
9534571,1,0.2
9534459,1,0.2
9534543,1,0.2
9534505,1,0.2
9534513,1,0.2
9534559,1,0.2
9534877,1,0.2
9534879,1,0.2
9534595,1,0.2
9534927,1,0.2
9534587,1,0.2
9534569,1,0.2
9534537,1,0.2
9534533,1,0.2
9534565,1,0.2
9534881,1,0.2
9534925,1,0.2
9534929,1,0.2
9534619,1,0.2
9534655,1,0.2
9534895,1,0.2
9534623,1,0.2
9534617,1,0.2
9534651,1,0.2
9534653,1,0.2
9534891,1,0.2
9534935,1,0.2
9534681,1,0.2
9534717,1,0.2
9534705,1,0.2
9534937,1,0.2
9534699,1,0.2
9534905,1,0.2
9534907,1,0.2
9534665,1,0.2
9534529,2,0.1
9534531,2,0.1
9534883,1,0.2
9534519,2,0.1
9534439,1,0.2
9534471,1,0.2
9534915,1,0.2
9534649,2,0.1
9534911,1,0.2
9534903,3,0.065
9534673,3,0.065
9534677,2,0.1
9534683,2,0.1
9534633,2,0.1
9534615,2,0.1
9534547,1,0.2
9534723,2,0.1
9534457,2,0.1
9534451,1,0.2
9534481,2,0.1
9534467,2,0.1
9534755,1,0.2
9536077,1,0.2
9534763,1,0.2
9534525,1,0.2
9534913,1,0.2
9534719,1,0.2
9534745,2,0.1
9534743,2,0.1
9534541,1,0.2
9534539,1,0.2
9534553,1,0.2
9534473,1,0.2
9534421,1,0.2
9534453,2,0.1
9534463,2,0.1
9534503,2,0.1
9534535,1,0.2
9534499,2,0.1
9534563,2,0.1
9534573,2,0.1
9534585,1,0.2
9534917,1,0.2
9534591,1,0.2
9534597,1,0.2
9534575,2,0.1
9534567,2,0.1
9534577,1,0.2
9534611,1,0.2
9534641,1,0.2
9534887,2,0.1
9534629,1,0.2
9534647,1,0.2
9534693,1,0.2
9534921,1,0.2
9534697,1,0.2
9534709,1,0.2
9534685,2,0.1
9534703,1,0.2
9534675,1,0.2
5280888,6,0.01
1157379,1,0.2
1159017,3,0.065
1159011,3,0.065
1158983,2,0.1
1158929,2,0.1
1158905,2,0.1
1159709,1,0.2
1158879,1,0.2
1157825,1,0.2
1158123,1,0.2
1157531,3,0.065
1157503,3,0.065
1157475,3,0.065
1157987,2,0.1
1157429,1,0.2
1157525,3,0.065
1157511,3,0.065
1157493,3,0.065
1157993,3,0.065
1157975,3,0.065
1157445,3,0.065
1159035,2,0.1
1158955,2,0.1
1158947,2,0.1
1158915,2,0.1
1159715,2,0.1
1157805,2,0.1
1157735,1,0.2
1157711,1,0.2
1157661,1,0.2
1157363,1,0.2
1157329,1,0.2
1158013,1,0.2
1157815,1,0.2
1158115,1,0.2
1157749,1,0.2
1159031,1,0.2
1157589,1,0.2
1157315,1,0.2
1157375,1,0.2
1157807,1,0.2
1157351,1,0.2
1157783,1,0.2
1157809,1,0.2
1157389,1,0.2
1157467,1,0.2
1158903,1,0.2
1157965,1,0.2
1157685,1,0.2
1157543,1,0.2
1157719,1,0.2
1157499,1,0.2
1157473,1,0.2
1157319,1,0.2
1157801,1,0.2
1158017,1,0.2
1159049,1,0.2
1159001,1,0.2
1159007,1,0.2
1158019,1,0.2
1158027,1,0.2
1158025,1,0.2
1158015,1,0.2
1158007,1,0.2
1157539,1,0.2
1157607,1,0.2
1157595,1,0.2
1157567,1,0.2
1157739,1,0.2
1157733,1,0.2
1158117,1,0.2
1159047,1,0.2
1159057,1,0.2
1159343,1,0.2
1159331,1,0.2
1158931,1,0.2
1157729,1,0.2
1157697,1,0.2
1158011,1,0.2
1157693,1,0.2
1157701,1,0.2
1157695,1,0.2
1157585,1,0.2
1157557,1,0.2
1157541,1,0.2
1157537,1,0.2
1158003,1,0.2
1157527,1,0.2
1157483,1,0.2
1158113,1,0.2
1157663,1,0.2
1157573,1,0.2
1158111,1,0.2
1157439,1,0.2
1157425,1,0.2
1157431,1,0.2
1157497,1,0.2
1158107,1,0.2
1157405,1,0.2
1157371,1,0.2
1157325,1,0.2
1157935,1,0.2
1157937,1,0.2
1158101,1,0.2
1157943,1,0.2
1157955,1,0.2
1157979,1,0.2
1157451,1,0.2
1157415,1,0.2
1157417,1,0.2
1157399,1,0.2
1157385,1,0.2
1157479,1,0.2
1157997,1,0.2
1157641,1,0.2
1157611,1,0.2
1157587,1,0.2
1157551,1,0.2
1157659,1,0.2
1157709,1,0.2
1157723,1,0.2
1157763,1,0.2
1157713,1,0.2
1158907,1,0.2
1159305,1,0.2
1159317,1,0.2
1159325,1,0.2
1159337,1,0.2
1158865,2,0.1
1157737,2,0.1
1159003,3,0.065
1157797,3,0.065
1158993,3,0.065
1157775,2,0.1
1157687,2,0.1
1157629,2,0.1
1157811,2,0.1
1158889,2,0.1
1157725,3,0.065
1157655,3,0.065
1158009,3,0.065
1157619,2,0.1
1157623,2,0.1
1157639,2,0.1
1157647,2,0.1
1157645,1,0.2
1157963,2,0.1
1157407,1,0.2
1158055,1,0.2
1157953,1,0.2
1157365,1,0.2
1158051,1,0.2
1157345,1,0.2
1159009,2,0.1
1158901,1,0.2
1157533,1,0.2
1157827,1,0.2
1158877,1,0.2
1158097,1,0.2
1157767,1,0.2
1157447,2,0.1
1157971,2,0.1
1159327,4,0.045
1159307,4,0.045
1158917,4,0.045
1158887,4,0.045
1157813,4,0.045
1159711,4,0.045
1157781,4,0.045
1157765,4,0.045
1157761,4,0.045
1157747,4,0.045
1157745,4,0.045
1157727,4,0.045
1157703,4,0.045
1157681,4,0.045
1157679,4,0.045
1157657,4,0.045
1157601,4,0.045
1157591,4,0.045
1157583,4,0.045
1157571,4,0.045
1157529,4,0.045
1157523,3,0.065
1157981,3,0.065
1157457,3,0.065
1157967,3,0.065
1157413,3,0.065
1157959,3,0.065
1157381,3,0.065
1157369,3,0.065
1157367,3,0.065
1157359,2,0.1
1157355,3,0.065
1157357,3,0.065
1157347,3,0.065
1157343,2,0.1
1157939,2,0.1
1157933,2,0.1
1157309,1,0.2
1157383,1,0.2
1159713,1,0.2
1158913,1,0.2
1157951,1,0.2
1158029,1,0.2
1159303,2,0.1
1158871,1,0.2
1157985,1,0.2
1157505,2,0.1
1157995,1,0.2
1157455,1,0.2
1158061,1,0.2
1157683,1,0.2
1157773,2,0.1
1157691,2,0.1
1157653,2,0.1
1157633,2,0.1
1157599,1,0.2
1158997,2,0.1
1158875,2,0.1
1157819,2,0.1
1157753,1,0.2
1157517,2,0.1
1158001,1,0.2
1157461,1,0.2
1158071,1,0.2
1157341,3,0.065
1157949,2,0.1
1157353,2,0.1
1157327,1,0.2
1158037,1,0.2
1158949,1,0.2
1158943,1,0.2
1157743,2,0.1
1159039,1,0.2
1158991,2,0.1
1157799,2,0.1
1158897,2,0.1
1159717,2,0.1
1158895,1,0.2
1157651,1,0.2
1157597,1,0.2
1157635,1,0.2
1157625,1,0.2
1157803,1,0.2
1158867,1,0.2
1158953,1,0.2
1158023,1,0.2
1158021,1,0.2
1157665,1,0.2
1157621,1,0.2
1157613,3,0.065
1157603,2,0.1
1157593,1,0.2
1157605,2,0.1
1157553,1,0.2
1157555,1,0.2
1157649,2,0.1
1157561,1,0.2
1157559,2,0.1
1157521,1,0.2
1157519,1,0.2
1158081,1,0.2
1157501,1,0.2
1157699,1,0.2
1158085,1,0.2
1157581,1,0.2
1157495,1,0.2
1158079,1,0.2
1157999,1,0.2
1157469,2,0.1
1157991,1,0.2
1158069,1,0.2
1157983,1,0.2
1157989,1,0.2
1157441,1,0.2
1157941,1,0.2
1158035,1,0.2
1157311,1,0.2
1158031,1,0.2
1158033,1,0.2
1157331,2,0.1
1157947,2,0.1
1157321,1,0.2
1158103,1,0.2
1157317,1,0.2
1157323,1,0.2
1158105,1,0.2
1157361,3,0.065
1157957,1,0.2
1158059,1,0.2
1157401,1,0.2
1157977,2,0.1
1157453,2,0.1
1157437,2,0.1
1157961,2,0.1
1157403,2,0.1
1157387,1,0.2
1158053,1,0.2
1157435,1,0.2
1158063,1,0.2
1157973,1,0.2
1157579,2,0.1
1157577,2,0.1
1157575,2,0.1
1157759,1,0.2
1158091,1,0.2
1159335,2,0.1
1159015,1,0.2
1159021,2,0.1
1159033,1,0.2
1159069,1,0.2
1158971,1,0.2
1157721,1,0.2
1157755,1,0.2
1158899,1,0.2
1159019,1,0.2
1159025,1,0.2
1159027,1,0.2
1159041,1,0.2
1157675,1,0.2
1158873,1,0.2
1157821,1,0.2
1157303,1,0.2
1157307,2,0.1
1159485,5,0.03
1159483,2,0.1
1159481,5,0.03
1159479,5,0.03
1159477,1,0.2
1159475,4,0.045
1159473,3,0.065
1159471,1,0.2
1159469,5,0.03
1159467,1,0.2
1159465,5,0.03
1159463,1,0.2
1159457,5,0.03
1159455,1,0.2
1158073,1,0.2
1158077,1,0.2
1158075,2,0.1
1158043,2,0.1
1158041,1,0.2
1158039,1,0.2
5280116,1,0.2
5279538,1,0.2
5279054,1,0.2
5279214,1,0.2
5279220,1,0.2
5279372,1,0.2
5279330,1,0.2
5278876,1,0.2
5278986,1,0.2
5279584,1,0.2
5279076,1,0.2
5278762,1,0.2
5278708,1,0.2
5279004,1,0.2
5279328,1,0.2
5278722,1,0.2
5279198,1,0.2
5278898,1,0.2
5278938,1,0.2
5279182,1,0.2
5280168,1,0.2
5278764,6,0.01
5279866,6,0.01
5278734,6,0.01
5279658,6,0.01
5279488,6,0.01
5279484,6,0.01
5278696,6,0.01
5278694,6,0.01
5280034,2,0.1
5280052,2,0.1
5278720,3,0.065
5278726,3,0.065
5278748,3,0.065
5278780,3,0.065
5279508,3,0.065
5278826,2,0.1
5278848,2,0.1
5278896,2,0.1
5278900,1,0.2
5278810,4,0.045
5279506,4,0.045
5278972,2,0.1
5279002,2,0.1
5279534,3,0.065
5279536,3,0.065
5279012,3,0.065
5279544,2,0.1
5279044,2,0.1
5279058,1,0.2
5279100,2,0.1
5279126,2,0.1
5279146,2,0.1
5279340,2,0.1
5279338,2,0.1
5278760,2,0.1
5278974,1,0.2
5279040,2,0.1
5279050,2,0.1
5279048,2,0.1
5278782,1,0.2
5278942,1,0.2
5278862,1,0.2
5278788,2,0.1
5280096,2,0.1
5279512,2,0.1
5278970,1,0.2
5279382,1,0.2
5280194,1,0.2
5279072,1,0.2
5280068,1,0.2
5279572,2,0.1
5278732,2,0.1
5278724,2,0.1
5280040,1,0.2
5278736,1,0.2
5280098,1,0.2
5278824,1,0.2
5278746,1,0.2
5279822,1,0.2
5278800,1,0.2
5279820,1,0.2
5279500,1,0.2
5278770,1,0.2
5278944,1,0.2
5278976,1,0.2
5279828,1,0.2
5279542,1,0.2
5279850,1,0.2
5279084,1,0.2
5279846,1,0.2
5279842,1,0.2
5279570,1,0.2
5279024,1,0.2
5279540,1,0.2
5278860,1,0.2
5278822,1,0.2
5278874,1,0.2
5279156,1,0.2
5279098,1,0.2
5279010,1,0.2
5279546,1,0.2
5279052,1,0.2
5279550,1,0.2
5280708,1,0.2
5280742,1,0.2
5278936,1,0.2
5280202,1,0.2
5278686,1,0.2
5278754,1,0.2
5280118,1,0.2
5278918,1,0.2
5278806,1,0.2
5278716,2,0.1
5278740,2,0.1
5278752,1,0.2
5278742,2,0.1
5278774,1,0.2
5278750,1,0.2
5278790,1,0.2
5278864,2,0.1
5278866,1,0.2
5279078,2,0.1
5279108,1,0.2
5279082,2,0.1
5279086,1,0.2
5279578,1,0.2
5279522,2,0.1
5278872,2,0.1
5279520,1,0.2
5279516,1,0.2
5279548,1,0.2
5279744,1,0.2
5279046,1,0.2
5280694,1,0.2
5280882,1,0.2
5280710,1,0.2
5278940,2,0.1
5279870,2,0.1
5279670,2,0.1
5279868,2,0.1
5279668,2,0.1
5279490,2,0.1
5279686,4,0.045
5279688,2,0.1
5279690,1,0.2
5279692,2,0.1
5279694,4,0.045
5279696,2,0.1
5279698,3,0.065
5279700,2,0.1
5279704,3,0.065
5279748,1,0.2
5279758,2,0.1
5279762,2,0.1
5279764,1,0.2
5279874,2,0.1
5279876,2,0.1
1076717,1,0.2
1078305,2,0.1
1078277,2,0.1
1078273,2,0.1
1078267,1,0.2
1078257,1,0.2
1078299,5,0.03
1078291,2,0.1
1078287,2,0.1
1078289,5,0.03
1079775,5,0.03
1079769,5,0.03
1079761,5,0.03
1079711,5,0.03
1079707,5,0.03
1078295,1,0.2
1076715,1,0.2
1077647,1,0.2
1078275,1,0.2
1078297,1,0.2
1078269,1,0.2
1078259,1,0.2
1078307,1,0.2
1078283,1,0.2
1078261,1,0.2
1076713,1,0.2
1080293,1,0.2
1077695,1,0.2
1077675,1,0.2
1077635,1,0.2
1077627,1,0.2
1079815,1,0.2
1079763,3,0.065
1078285,2,0.1
1078281,2,0.1
1078263,2,0.1
1078253,1,0.2
1078251,1,0.2
1079607,1,0.2
1078279,1,0.2
1079649,3,0.065
1079637,3,0.065
1077741,3,0.065
1079605,3,0.065
1077697,3,0.065
1077689,3,0.065
1077677,3,0.065
1077649,3,0.065
1077637,3,0.065
1077629,3,0.065
1077615,2,0.1
1078271,1,0.2
1078265,1,0.2
1078255,1,0.2
1079699,1,0.2
1080281,1,0.2
1079691,1,0.2
1077691,2,0.1
1079709,5,0.03
1079749,2,0.1
1078293,5,0.03
1080289,3,0.065
1080291,2,0.1
1080287,2,0.1
1150165,1,0.2
1150091,1,0.2
1150065,1,0.2
1149763,1,0.2
1147407,1,0.2
1147163,1,0.2
1149815,1,0.2
1149757,1,0.2
1148327,1,0.2
1147215,1,0.2
1147177,1,0.2
1149817,1,0.2
1147165,1,0.2
1150063,1,0.2
1147193,1,0.2
1149717,1,0.2
1149913,1,0.2
1147191,1,0.2
1150115,1,0.2
1150263,1,0.2
1150233,1,0.2
1150595,1,0.2
1149737,1,0.2
1150177,1,0.2
1150175,1,0.2
1149829,1,0.2
1150171,1,0.2
1151807,1,0.2
1151809,1,0.2
1151795,1,0.2
1150081,1,0.2
1150323,1,0.2
1150057,1,0.2
1151791,1,0.2
1150087,1,0.2
1151789,1,0.2
1151755,1,0.2
1150477,1,0.2
1152285,1,0.2
1150277,1,0.2
1150189,1,0.2
1150199,1,0.2
1150213,1,0.2
1152259,1,0.2
1152251,1,0.2
1150251,1,0.2
1150111,1,0.2
1150485,1,0.2
1150151,1,0.2
1150117,1,0.2
1150489,1,0.2
1150099,1,0.2
1150599,1,0.2
1150167,1,0.2
1150329,1,0.2
1150283,1,0.2
1150247,1,0.2
1150179,1,0.2
1150237,1,0.2
1150215,1,0.2
1150205,1,0.2
1150135,1,0.2
1150127,1,0.2
1150603,1,0.2
1150601,1,0.2
1150597,1,0.2
1150107,1,0.2
1150483,1,0.2
1150073,1,0.2
1149995,1,0.2
1149983,1,0.2
1149951,1,0.2
1149973,1,0.2
1149967,1,0.2
1149963,1,0.2
1149957,1,0.2
1150071,1,0.2
1149989,1,0.2
1150059,1,0.2
1150475,1,0.2
1150079,1,0.2
1150069,1,0.2
1150593,1,0.2
1150013,1,0.2
1149977,1,0.2
1150591,1,0.2
1149917,1,0.2
1149847,1,0.2
1149851,1,0.2
1149855,1,0.2
1149859,1,0.2
1150589,1,0.2
1149807,1,0.2
1149795,1,0.2
1149777,1,0.2
1149749,1,0.2
1150451,1,0.2
1150453,1,0.2
1150455,1,0.2
1152359,5,0.03
1152281,3,0.065
1152253,3,0.065
1150339,2,0.1
1152229,2,0.1
1150275,2,0.1
1150219,2,0.1
1150207,1,0.2
1152343,3,0.065
1152345,3,0.065
1152347,5,0.03
1152263,5,0.03
1152255,2,0.1
1152249,2,0.1
1152241,3,0.065
1152237,3,0.065
1150331,3,0.065
1150303,3,0.065
1150289,3,0.065
1150507,2,0.1
1150565,2,0.1
1150503,2,0.1
1150169,2,0.1
1150497,2,0.1
1150123,2,0.1
1150119,2,0.1
1150109,2,0.1
1150557,1,0.2
1150555,1,0.2
1150491,1,0.2
1150089,1,0.2
1152257,5,0.03
1152247,5,0.03
1152265,5,0.03
1152235,5,0.03
1150327,5,0.03
1150317,5,0.03
1150311,5,0.03
1150299,5,0.03
1150287,5,0.03
1150279,5,0.03
1150269,5,0.03
1150261,5,0.03
1150257,5,0.03
1150253,5,0.03
1150245,5,0.03
1150239,5,0.03
1150227,5,0.03
1150225,5,0.03
1150211,5,0.03
1150195,5,0.03
1150191,5,0.03
1150187,5,0.03
1150499,5,0.03
1150145,5,0.03
1150137,5,0.03
1150131,5,0.03
1150105,5,0.03
1150093,5,0.03
1150481,5,0.03
1150085,5,0.03
1150077,5,0.03
1150075,5,0.03
1150049,5,0.03
1150039,5,0.03
1150031,5,0.03
1150017,5,0.03
1150007,5,0.03
1149997,5,0.03
1150465,5,0.03
1149947,4,0.045
1149929,4,0.045
1149915,4,0.045
1149911,4,0.045
1149909,4,0.045
1149907,4,0.045
1149905,4,0.045
1149899,4,0.045
1149921,4,0.045
1149925,4,0.045
1149933,4,0.045
1149935,4,0.045
1149945,4,0.045
1149959,4,0.045
1149955,3,0.065
1150469,3,0.065
1149981,3,0.065
1150033,3,0.065
1150037,2,0.1
1150029,2,0.1
1150043,2,0.1
1150045,1,0.2
1150553,1,0.2
1150061,1,0.2
1150457,3,0.065
1149871,2,0.1
1149857,2,0.1
1149819,2,0.1
1149809,2,0.1
1149805,2,0.1
1149793,2,0.1
1149789,2,0.1
1149775,2,0.1
1149753,2,0.1
1149755,1,0.2
1149949,5,0.03
1149883,4,0.045
1149845,4,0.045
1149827,4,0.045
1149813,4,0.045
1149799,4,0.045
1149771,4,0.045
1149759,4,0.045
1149745,4,0.045
1149723,4,0.045
1147291,4,0.045
1149703,4,0.045
1147279,4,0.045
1147269,4,0.045
1147255,3,0.065
1147251,3,0.065
1147237,3,0.065
1147227,2,0.1
1147205,1,0.2
1149885,4,0.045
1149843,3,0.065
1149839,3,0.065
1151371,3,0.065
1151367,3,0.065
1147283,3,0.065
1150447,3,0.065
1147395,3,0.065
1147265,3,0.065
1147391,2,0.1
1147379,2,0.1
1147171,1,0.2
1147195,2,0.1
1147187,2,0.1
1148379,2,0.1
1147393,2,0.1
1153777,2,0.1
1148371,2,0.1
1150041,4,0.045
1150021,4,0.045
1150467,4,0.045
1150611,4,0.045
1150463,4,0.045
1149939,4,0.045
1149923,4,0.045
1151697,4,0.045
1151683,4,0.045
1151679,4,0.045
1151665,4,0.045
1151661,4,0.045
1151647,4,0.045
1151643,4,0.045
1151641,4,0.045
1151691,4,0.045
1151693,2,0.1
1151681,2,0.1
1151725,2,0.1
1149975,2,0.1
1151729,2,0.1
1149797,2,0.1
1150449,1,0.2
1149835,3,0.065
1149823,3,0.065
1149801,2,0.1
1149783,1,0.2
1147203,1,0.2
1147235,2,0.1
1147217,1,0.2
1147207,2,0.1
1147197,2,0.1
1147185,1,0.2
1149825,1,0.2
1147169,1,0.2
1147399,1,0.2
1147389,3,0.065
1147221,2,0.1
1147403,2,0.1
1147209,2,0.1
1147201,2,0.1
1150055,1,0.2
1148347,2,0.1
1147223,2,0.1
1149761,2,0.1
1149731,1,0.2
1147229,2,0.1
1147225,1,0.2
1150125,1,0.2
1150249,2,0.1
1150255,2,0.1
1152239,2,0.1
1150333,2,0.1
1150293,1,0.2
1150185,2,0.1
1150183,2,0.1
1150161,1,0.2
1150121,1,0.2
1149743,1,0.2
1150533,1,0.2
1149779,1,0.2
1150531,1,0.2
1150235,2,0.1
1150203,1,0.2
1150511,1,0.2
1149881,3,0.065
1149879,2,0.1
1149861,2,0.1
1149853,2,0.1
1149831,1,0.2
1150547,1,0.2
1150545,1,0.2
1149849,1,0.2
1150509,1,0.2
1151977,1,0.2
1150173,1,0.2
1150197,1,0.2
1151979,1,0.2
1151811,1,0.2
1150149,2,0.1
1151805,2,0.1
1151801,2,0.1
1151797,2,0.1
1150291,1,0.2
1150315,1,0.2
1149999,2,0.1
1150139,1,0.2
1150501,2,0.1
1150157,2,0.1
1150487,1,0.2
1150129,1,0.2
1150005,2,0.1
1150001,1,0.2
1150047,2,0.1
1150217,1,0.2
1152341,2,0.1
1150337,2,0.1
1152357,2,0.1
1150585,2,0.1
1150307,2,0.1
1150241,1,0.2
1150579,1,0.2
1150243,1,0.2
1150295,1,0.2
1150133,1,0.2
1150159,1,0.2
1150505,1,0.2
1150493,1,0.2
1150495,1,0.2
1150113,1,0.2
1150147,1,0.2
1150559,1,0.2
1150305,3,0.065
1152243,3,0.065
1152233,1,0.2
1150309,2,0.1
1150281,1,0.2
1150201,1,0.2
1150223,1,0.2
1150209,1,0.2
1150193,2,0.1
1150155,1,0.2
1150153,1,0.2
1150181,1,0.2
1150141,1,0.2
1150143,1,0.2
1150163,1,0.2
1150561,1,0.2
1150563,1,0.2
1150103,2,0.1
1150097,1,0.2
1150101,1,0.2
1149919,2,0.1
1149937,1,0.2
1149969,1,0.2
1149961,1,0.2
1149979,2,0.1
1149993,2,0.1
1150051,1,0.2
1150011,1,0.2
1150067,1,0.2
1150083,1,0.2
1149985,2,0.1
1150471,2,0.1
1149991,1,0.2
1149971,1,0.2
1149865,1,0.2
1149877,2,0.1
1149875,1,0.2
1149873,1,0.2
1149943,1,0.2
1149833,1,0.2
1149837,1,0.2
1150459,1,0.2
1149863,1,0.2
1149869,1,0.2
1149867,1,0.2
1149765,1,0.2
1150587,1,0.2
1149721,1,0.2
1149727,1,0.2
1147381,1,0.2
1149725,1,0.2
1149741,1,0.2
1147245,1,0.2
1147277,1,0.2
1147271,1,0.2
1147385,1,0.2
1147213,1,0.2
1147409,1,0.2
1147199,1,0.2
1147183,1,0.2
1147211,1,0.2
1147253,1,0.2
1149705,1,0.2
1149709,1,0.2
1147263,1,0.2
1147239,1,0.2
1147273,1,0.2
1149747,1,0.2
1149767,1,0.2
1149811,1,0.2
1149821,1,0.2
1149785,1,0.2
1149787,1,0.2
1149791,1,0.2
1151469,1,0.2
1151445,1,0.2
1151411,1,0.2
1147233,1,0.2
1147377,1,0.2
1148265,1,0.2
1148275,1,0.2
1148361,1,0.2
1148373,1,0.2
1147285,1,0.2
